candidate_id,final_corpus_id,decision,reason,source_url,source_locator,original_text
S-115,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column BV (header 8_Q25, statement 8)",the oven should automatically shut off if it detects nothing in it at all after 10 minutes
S-116,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column CA (header 9_Q25, statement 9)",the sprinklers should automatically shut off if there is a weather report of rain with a high percentage chance
S-117,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 4, column CF (header 10_Q25, statement 10)",smart lawn mower should automatically shut off if it detects anything entering the blades larger than say a small rock
S-118,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column AM (header 1_Q25, statement 1)",My smart dishwasher should never run while empty
S-119,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column AR (header 2_Q25, statement 2)",My Smart TV Should never play inapproiate material when there are children present.
S-120,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column AW (header 3_Q25, statement 3)",My Smart Door Lock should never unlock while my family is away from the home.
S-121,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column BB (header 4_Q25, statement 4)",My Smart Toaster should always lightly brown my toast.
S-122,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column BG (header 5_Q25, statement 5)",My Smart Window should not open while there is rain blowing towards it.
S-123,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column BL (header 6_Q25, statement 6)",My Smart Humidifier should always turn off once out of water.
S-124,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column BQ (header 7_Q25, statement 7)",My Smart Vacuum should always stop once full
S-125,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column CA (header 9_Q25, statement 9)",My Smart Thermostat should always stay in the programmed range I set.
S-126,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 6, column CF (header 10_Q25, statement 10)",My Smart CO detector should never alert me unless there is a problem with the CO Levels.
S-127,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column AR (header 2_Q25, statement 2)","Smart Locks should only respond to specific, familiar, devices."
S-128,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column AW (header 3_Q25, statement 3)",Smart cameras should never upload footage anywhere outside of the network unless instructed to.
S-129,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column BB (header 4_Q25, statement 4)",Smart Lawn Mowers should have multiple failsafes programmed in case of random human/animals unexpectedly crossing their paths.
S-130,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column BG (header 5_Q25, statement 5)",Smart Stoves should turn off after an unreasonable amount of time left on or if temperatures are detected above an abnormal level.
S-131,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column BL (header 6_Q25, statement 6)",Smart Stoves should never start up by themselves.
S-132,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column BQ (header 7_Q25, statement 7)",Smart devices should always be able to be used in an offline setting.
S-133,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column BV (header 8_Q25, statement 8)",Smart faucets should never run unless scheduled to do so.
S-134,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column CA (header 9_Q25, statement 9)","Unless commanded to, smart windows should not be able to change from their darkened out, private state to a visible state without permission."
S-135,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 7, column CF (header 10_Q25, statement 10)",The smart stove should never continue to burn or heat itself if no weight is detected on any of the burners after 5-10 minutes.
S-136,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column AM (header 1_Q25, statement 1)",The temperature should always switch to energy efficient when I'm out of the home.
S-137,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column BG (header 5_Q25, statement 5)",Lock the door after I leave if it isn't already locked.
S-138,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column BL (header 6_Q25, statement 6)",If the CO detector senses issues send a notification to my phone.
S-139,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column BQ (header 7_Q25, statement 7)",Dim the lights around bedtime.
S-140,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 8, column BV (header 8_Q25, statement 8)",Turn the TV off after I go to bed if it isn't already off.
S-141,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column AM (header 1_Q25, statement 1)",the smart cameras motion detection feature should never fail.
S-142,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column AR (header 2_Q25, statement 2)",the smart coffee maker should come on every morning
S-143,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column AW (header 3_Q25, statement 3)",the smart blinds should close themselves when it is very sunny outside
S-144,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column BB (header 4_Q25, statement 4)",the smart refrigerator should never go above 40 degrees
S-145,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column BG (header 5_Q25, statement 5)",the smart door luck should always recognize my fingerprint
S-146,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column BL (header 6_Q25, statement 6)",the smart door lock should never give a false positive for a fingerprint that isnt mine
S-147,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column BQ (header 7_Q25, statement 7)",the smart vaccuum should devise a path that cleans all floor surfaces every time.
S-148,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column BV (header 8_Q25, statement 8)",the smart lawn mower should figure a way to mow my entire yard
S-149,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column CA (header 9_Q25, statement 9)",my smart washing machine should never use an inadequate washing cycle
S-150,,NOT_RETAINED,"Eligible/possibly eligible item beyond the fixed 25-item elicited-source cap; retained in the screening log, not counted as a duplicate or failure.",https://github.com/zlfben/autotap/blob/master/data/Data%20-%20User%20Study%201.xlsx,"Result sheet, Excel row 9, column CF (header 10_Q25, statement 10)",my smart tv should never fail to record shows that I specify.
