file,id,field,before,after,reason
corpus_100.csv,E1-089,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-090,source_title,Home Assistant Community thread 670621: Turn on for a set time,Home Assistant Community thread 670621: Turn something on for a set time,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-090,source_locator,opening post / stated desired behavior,opening post (created 2024-01-10 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-090,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-091,source_title,Home Assistant Community thread 987759: Periodic multi-valve check,Home Assistant Community thread 987759: Automation to run every 5 minutes,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-091,source_locator,opening post / stated desired behavior,opening post (created 2026-02-17 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-091,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-092,source_title,Home Assistant Community thread 955561: Independent parallel shutdown flows,Home Assistant Community thread 955561: Running groups of actions in Parallel,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-092,source_locator,opening post / stated desired behavior,opening post (created 2025-11-26 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-092,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-093,source_title,Home Assistant Community thread 555703: Parallel doorbell displays,Home Assistant Community thread 555703: [solved] Automation w/ 3 actions (notification scripts): how to make them run in parallel?,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-093,source_locator,opening post / stated desired behavior,opening post (created 2023-04-03 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-093,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-094,source_title,Home Assistant Community thread 585191: Parallel light sequences,Home Assistant Community thread 585191: Trying to create action in parallel with delays for certain actions that need to occur sequentially,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-094,source_locator,opening post / stated desired behavior,opening post (created 2023-06-24 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-094,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-095,source_title,Home Assistant Community thread 654561: Pool reading averages,Home Assistant Community thread 654561: Getting an average reading of a sensor during certain hours,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-095,source_locator,opening post / stated desired behavior,opening post (created 2023-12-12 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-095,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-096,source_title,Home Assistant Community thread 653754: Low battery report,Home Assistant Community thread 653754: 🪫 Low Battery Notifications & Actions,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-096,source_locator,opening post / stated desired behavior,opening post (created 2023-12-11 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-096,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-097,source_title,Home Assistant Community thread 892319: Presence-aware doorbell actions,"Home Assistant Community thread 892319: 🔔 Smart Doorbell Button (Zigbee) with Sound, Lights, Notifications & Presence Awareness","title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-097,source_locator,opening post / stated desired behavior,opening post (created 2025-05-19 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-097,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-098,source_title,Home Assistant Community thread 1024799: Washing-machine finished notification,"Home Assistant Community thread 1024799: Simple Washing Machine Finished Notification – power sensor + helper, beginner friendly","title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-098,source_locator,opening post / stated desired behavior,opening post (created 2026-09-12 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-098,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-099,source_title,Home Assistant Community thread 729908: Manual light with minimum-on and motion extension,Home Assistant Community thread 729908: Need help with light automation,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-099,source_locator,opening post / stated desired behavior,opening post (created 2024-05-16 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-099,original_text,A manually switched-on light stays on at least 5 minutes; each motion event extends the on time by 2 minutes.,A manually switched-on light stays on at least 5 minutes; each motion event extends the on time by 2 minutes; the light is turned off only when no motion has been detected for 2 minutes.,opening post also requires 'No motion detected by motion sensor for 2 minutes'
corpus_100.csv,E1-099,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
corpus_100.csv,E1-100,source_title,Home Assistant Community thread 641504: Last resident leaves and door unlocked,Home Assistant Community thread 641504: Automation that triggers when all residents are not home,"title after the colon was a researcher label, not the thread title"
corpus_100.csv,E1-100,source_locator,opening post / stated desired behavior,opening post (created 2023-11-16 UTC),add opening-post creation date from the thread JSON
corpus_100.csv,E1-100,source_verification,SOURCE_AND_LOCATOR_CHECKED,SERVER_CHECKED_2026-09-13; CORRECTED,pre-audit value was GPT-side; replaced by the server-side check result
screening_log_150.csv,S-001,source_locator,C01,blueprint.description; input.no_motion_wait.description; mode; actions,keep retained log row identical to corpus row
screening_log_150.csv,S-002,source_locator,C03,"§V-D, extended-action violation example, applet r_i",keep retained log row identical to corpus row
screening_log_150.csv,S-003,source_locator,C04,"§V-D, extended-action violation example, applet r_j",keep retained log row identical to corpus row
screening_log_150.csv,S-004,source_locator,C05,opening post (created 2023-01-17 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-005,source_locator,C07,opening post (created 2024-10-18 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-006,source_locator,C09,"§III template (g) Event-Event Conditional sample response; same statement in User Study 1 data, Result sheet, Excel row 16, column AM (header 1_Q25, statement 1)",keep retained log row identical to corpus row
screening_log_150.csv,S-007,source_locator,C11,"§VI-A Task 11, with the authors' rule explanation",keep retained log row identical to corpus row
screening_log_150.csv,S-008,source_locator,C15,"Results, trigger/action structure paragraph ('one participant specified')",keep retained log row identical to corpus row
screening_log_150.csv,S-009,source_locator,C16,"Table 1, Task I",keep retained log row identical to corpus row
screening_log_150.csv,S-010,source_locator,C18,"Table 5, Q3",keep retained log row identical to corpus row
screening_log_150.csv,S-011,source_locator,C19,"Table 4, P3",keep retained log row identical to corpus row
screening_log_150.csv,S-012,source_locator,C20-O,"Table 1, Event-Event paradigm, second example (full text: https://par.nsf.gov/servlets/purl/10106413)",keep retained log row identical to corpus row
screening_log_150.csv,S-013,source_locator,"Result sheet, participant P02, statement S5","Result sheet, Excel row 4, column BG (header 5_Q25, statement 5)",keep retained log row identical to corpus row
screening_log_150.csv,S-014,source_locator,"Result sheet, participant P02, statement S6","Result sheet, Excel row 4, column BL (header 6_Q25, statement 6)",keep retained log row identical to corpus row
screening_log_150.csv,S-015,source_locator,"Result sheet, participant P02, statement S7","Result sheet, Excel row 4, column BQ (header 7_Q25, statement 7)",keep retained log row identical to corpus row
screening_log_150.csv,S-016,source_locator,"Result sheet, participant P04, statement S8","Result sheet, Excel row 6, column BV (header 8_Q25, statement 8)",keep retained log row identical to corpus row
screening_log_150.csv,S-017,source_locator,"Result sheet, participant P05, statement S1","Result sheet, Excel row 7, column AM (header 1_Q25, statement 1)",keep retained log row identical to corpus row
screening_log_150.csv,S-018,source_locator,"Result sheet, participant P06, statement S2","Result sheet, Excel row 8, column AR (header 2_Q25, statement 2)",keep retained log row identical to corpus row
screening_log_150.csv,S-019,source_locator,"Result sheet, participant P06, statement S3","Result sheet, Excel row 8, column AW (header 3_Q25, statement 3)",keep retained log row identical to corpus row
screening_log_150.csv,S-020,source_locator,"Result sheet, participant P06, statement S4","Result sheet, Excel row 8, column BB (header 4_Q25, statement 4)",keep retained log row identical to corpus row
screening_log_150.csv,S-021,source_locator,"Result sheet, participant P06, statement S9","Result sheet, Excel row 8, column CA (header 9_Q25, statement 9)",keep retained log row identical to corpus row
screening_log_150.csv,S-022,source_locator,"Result sheet, participant P06, statement S10","Result sheet, Excel row 8, column CF (header 10_Q25, statement 10)",keep retained log row identical to corpus row
screening_log_150.csv,S-023,source_locator,"Result sheet, participant P08, statement S1","Result sheet, Excel row 10, column AM (header 1_Q25, statement 1)",keep retained log row identical to corpus row
screening_log_150.csv,S-024,source_locator,"Result sheet, participant P10, statement S6","Result sheet, Excel row 12, column BL (header 6_Q25, statement 6)",keep retained log row identical to corpus row
screening_log_150.csv,S-025,source_locator,"Result sheet, participant P11, statement S8","Result sheet, Excel row 13, column BV (header 8_Q25, statement 8)",keep retained log row identical to corpus row
screening_log_150.csv,S-026,source_locator,"Result sheet, participant P16, statement S6","Result sheet, Excel row 18, column BL (header 6_Q25, statement 6)",keep retained log row identical to corpus row
screening_log_150.csv,S-027,source_locator,"Result sheet, participant P19, statement S2","Result sheet, Excel row 21, column AR (header 2_Q25, statement 2)",keep retained log row identical to corpus row
screening_log_150.csv,S-028,source_locator,"Result sheet, participant P24, statement S2","Result sheet, Excel row 26, column AR (header 2_Q25, statement 2)",keep retained log row identical to corpus row
screening_log_150.csv,S-029,source_locator,"Result sheet, participant P26, statement S4","Result sheet, Excel row 28, column BB (header 4_Q25, statement 4)",keep retained log row identical to corpus row
screening_log_150.csv,S-030,source_locator,"Result sheet, participant P29, statement S10","Result sheet, Excel row 31, column CF (header 10_Q25, statement 10)",keep retained log row identical to corpus row
screening_log_150.csv,S-031,source_locator,"Result sheet, participant P46, statement S10","Result sheet, Excel row 48, column CF (header 10_Q25, statement 10)",keep retained log row identical to corpus row
screening_log_150.csv,S-032,source_locator,"Result sheet, participant P49, statement S3","Result sheet, Excel row 51, column AW (header 3_Q25, statement 3)",keep retained log row identical to corpus row
screening_log_150.csv,S-033,source_locator,"Result sheet, participant P52, statement S2","Result sheet, Excel row 54, column AR (header 2_Q25, statement 2)",keep retained log row identical to corpus row
screening_log_150.csv,S-034,source_locator,"Result sheet, participant P58, statement S9","Result sheet, Excel row 60, column CA (header 9_Q25, statement 9)",keep retained log row identical to corpus row
screening_log_150.csv,S-035,source_locator,"Result sheet, participant P65, statement S3","Result sheet, Excel row 67, column AW (header 3_Q25, statement 3)",keep retained log row identical to corpus row
screening_log_150.csv,S-074,source_locator,Section: Morning blinds with suppression,Section: When I walk through my corridor first time (motion sensor) in the morning open all my blinds and suppress the trigger for 20 hours,keep retained log row identical to corpus row
screening_log_150.csv,S-075,source_locator,Section: Weekday movement notification,Section: Send a notification when movement is detected at home on a weekday,keep retained log row identical to corpus row
screening_log_150.csv,S-078,source_locator,opening post / stated desired behavior,opening post (created 2026-03-14 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-079,source_locator,opening post / stated desired behavior,opening post (created 2025-03-16 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-080,source_locator,opening post / stated desired behavior,opening post (created 2022-04-03 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-081,source_locator,opening post / stated desired behavior,opening post (created 2024-04-24 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-082,source_locator,opening post / stated desired behavior,opening post (created 2023-08-07 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-083,source_locator,opening post / stated desired behavior,opening post (created 2025-12-03 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-084,source_locator,opening post / stated desired behavior,opening post (created 2023-05-01 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-085,source_locator,opening post / stated desired behavior,opening post (created 2022-11-07 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-086,source_locator,opening post / stated desired behavior,opening post (created 2025-04-17 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-087,source_locator,opening post / stated desired behavior,opening post (created 2021-12-15 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-088,source_locator,opening post / stated desired behavior,opening post (created 2024-04-03 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-089,source_locator,opening post / stated desired behavior,opening post (created 2021-04-24 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-090,source_locator,opening post / stated desired behavior,opening post (created 2024-01-10 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-091,source_locator,opening post / stated desired behavior,opening post (created 2026-02-17 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-092,source_locator,opening post / stated desired behavior,opening post (created 2025-11-26 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-093,source_locator,opening post / stated desired behavior,opening post (created 2023-04-03 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-094,source_locator,opening post / stated desired behavior,opening post (created 2023-06-24 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-095,source_locator,opening post / stated desired behavior,opening post (created 2023-12-12 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-096,source_locator,opening post / stated desired behavior,opening post (created 2023-12-11 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-097,source_locator,opening post / stated desired behavior,opening post (created 2025-05-19 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-098,source_locator,opening post / stated desired behavior,opening post (created 2026-09-12 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-099,source_locator,opening post / stated desired behavior,opening post (created 2024-05-16 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-099,original_text,A manually switched-on light stays on at least 5 minutes; each motion event extends the on time by 2 minutes.,A manually switched-on light stays on at least 5 minutes; each motion event extends the on time by 2 minutes; the light is turned off only when no motion has been detected for 2 minutes.,keep retained log row identical to corpus row
screening_log_150.csv,S-100,source_locator,opening post / stated desired behavior,opening post (created 2023-11-16 UTC),keep retained log row identical to corpus row
screening_log_150.csv,S-101,source_locator,"Result sheet, participant P01, statement S1","Result sheet, Excel row 3, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-102,source_locator,"Result sheet, participant P01, statement S2","Result sheet, Excel row 3, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-103,source_locator,"Result sheet, participant P01, statement S3","Result sheet, Excel row 3, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-104,source_locator,"Result sheet, participant P01, statement S4","Result sheet, Excel row 3, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-105,source_locator,"Result sheet, participant P01, statement S5","Result sheet, Excel row 3, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-106,source_locator,"Result sheet, participant P01, statement S6","Result sheet, Excel row 3, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-107,source_locator,"Result sheet, participant P01, statement S7","Result sheet, Excel row 3, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-108,source_locator,"Result sheet, participant P01, statement S8","Result sheet, Excel row 3, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-109,source_locator,"Result sheet, participant P01, statement S9","Result sheet, Excel row 3, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-110,source_locator,"Result sheet, participant P01, statement S10","Result sheet, Excel row 3, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-111,source_locator,"Result sheet, participant P02, statement S1","Result sheet, Excel row 4, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-112,source_locator,"Result sheet, participant P02, statement S2","Result sheet, Excel row 4, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-113,source_locator,"Result sheet, participant P02, statement S3","Result sheet, Excel row 4, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-114,source_locator,"Result sheet, participant P02, statement S4","Result sheet, Excel row 4, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-115,source_locator,"Result sheet, participant P02, statement S8","Result sheet, Excel row 4, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-116,source_locator,"Result sheet, participant P02, statement S9","Result sheet, Excel row 4, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-117,source_locator,"Result sheet, participant P02, statement S10","Result sheet, Excel row 4, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-118,source_locator,"Result sheet, participant P04, statement S1","Result sheet, Excel row 6, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-119,source_locator,"Result sheet, participant P04, statement S2","Result sheet, Excel row 6, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-120,source_locator,"Result sheet, participant P04, statement S3","Result sheet, Excel row 6, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-121,source_locator,"Result sheet, participant P04, statement S4","Result sheet, Excel row 6, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-122,source_locator,"Result sheet, participant P04, statement S5","Result sheet, Excel row 6, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-123,source_locator,"Result sheet, participant P04, statement S6","Result sheet, Excel row 6, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-124,source_locator,"Result sheet, participant P04, statement S7","Result sheet, Excel row 6, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-125,source_locator,"Result sheet, participant P04, statement S9","Result sheet, Excel row 6, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-126,source_locator,"Result sheet, participant P04, statement S10","Result sheet, Excel row 6, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-127,source_locator,"Result sheet, participant P05, statement S2","Result sheet, Excel row 7, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-128,source_locator,"Result sheet, participant P05, statement S3","Result sheet, Excel row 7, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-129,source_locator,"Result sheet, participant P05, statement S4","Result sheet, Excel row 7, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-130,source_locator,"Result sheet, participant P05, statement S5","Result sheet, Excel row 7, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-131,source_locator,"Result sheet, participant P05, statement S6","Result sheet, Excel row 7, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-132,source_locator,"Result sheet, participant P05, statement S7","Result sheet, Excel row 7, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-133,source_locator,"Result sheet, participant P05, statement S8","Result sheet, Excel row 7, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-134,source_locator,"Result sheet, participant P05, statement S9","Result sheet, Excel row 7, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-135,source_locator,"Result sheet, participant P05, statement S10","Result sheet, Excel row 7, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-136,source_locator,"Result sheet, participant P06, statement S1","Result sheet, Excel row 8, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-137,source_locator,"Result sheet, participant P06, statement S5","Result sheet, Excel row 8, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-138,source_locator,"Result sheet, participant P06, statement S6","Result sheet, Excel row 8, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-139,source_locator,"Result sheet, participant P06, statement S7","Result sheet, Excel row 8, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-140,source_locator,"Result sheet, participant P06, statement S8","Result sheet, Excel row 8, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-141,source_locator,"Result sheet, participant P07, statement S1","Result sheet, Excel row 9, column AM (header 1_Q25, statement 1)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-142,source_locator,"Result sheet, participant P07, statement S2","Result sheet, Excel row 9, column AR (header 2_Q25, statement 2)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-143,source_locator,"Result sheet, participant P07, statement S3","Result sheet, Excel row 9, column AW (header 3_Q25, statement 3)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-144,source_locator,"Result sheet, participant P07, statement S4","Result sheet, Excel row 9, column BB (header 4_Q25, statement 4)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-145,source_locator,"Result sheet, participant P07, statement S5","Result sheet, Excel row 9, column BG (header 5_Q25, statement 5)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-146,source_locator,"Result sheet, participant P07, statement S6","Result sheet, Excel row 9, column BL (header 6_Q25, statement 6)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-147,source_locator,"Result sheet, participant P07, statement S7","Result sheet, Excel row 9, column BQ (header 7_Q25, statement 7)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-148,source_locator,"Result sheet, participant P07, statement S8","Result sheet, Excel row 9, column BV (header 8_Q25, statement 8)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-149,source_locator,"Result sheet, participant P07, statement S9","Result sheet, Excel row 9, column CA (header 9_Q25, statement 9)","'participant Pnn' equalled Excel row minus 2, not a participant id"
screening_log_150.csv,S-150,source_locator,"Result sheet, participant P07, statement S10","Result sheet, Excel row 9, column CF (header 10_Q25, statement 10)","'participant Pnn' equalled Excel row minus 2, not a participant id"
