src,index,old_cat,command_eng,D,D_base,D_name,features,B1,B3,A2,services,n_connected
dataset.csv,8,C05,"If the illuminance is 100 lux or lower and a person is being detected, set the speaker volume to 30 and play relax.mp3 music.",D3,D3,조건 지금,if,read|set,4,unmarked,LightSensor.Brightness PresenceSensor.Presence Speaker.Play Speaker.SetVolume,6
dataset.csv,9,C05,"If the fine dust level is 150 or higher and the door is open, close the door and set the air purifier to high.",D3,D3,조건 지금,if,act|read|set,4,unmarked,AirPurifier.SetAirPurifierMode AirQualitySensor.FineDustLevel Door.Close Door.DoorState,6
dataset.csv,10,C05,"If the weather is rainy and no one is being detected, lock the door and close the valve.",D3,D3,조건 지금,if,act|read,4,unmarked,DoorLock.Lock PresenceSensor.Presence Valve.Close WeatherProvider.Weather,8
dataset.csv,11,C05,"If the oven is heating and no one is being detected, change the oven mode to warming and notify that the oven mode has been changed to warming.",D3,D3,조건 지금,if,read|set,4,unmarked,Oven.OvenMode Oven.SetOvenMode PresenceSensor.Presence Speaker.Speak,6
dataset.csv,12,C05,"If the noise level is 80 or higher and no person is being detected, stop speaker playbackand sound the emergency siren.",D3,D3,조건 지금,if,act|read|set,4,unmarked,PresenceSensor.Presence Siren.SetSirenMode SoundSensor.Sound Speaker.Stop,8
dataset.csv,13,C05,"If the carbon dioxide is 1500ppm or higher and the blind is closed, set the air purifier to auto and raise the blind.",D3,D3,조건 지금,if,act|read|set,4,unmarked,AirPurifier.SetAirPurifierMode AirQualitySensor.CarbonDioxide WindowCovering.CurrentPosition WindowCovering.UpOrOpen,6
dataset.csv,14,C05,"If the temperature is 18 degrees or below and someone is detected, set the air conditioner to heat mode and 22 degrees.",D3,D3,조건 지금,if,read|set,4,unmarked,AirConditioner.SetAirConditionerMode AirConditioner.SetTargetTemperature PresenceSensor.Presence TemperatureSensor.Temperature,6
dataset.csv,15,C05,"If it is raining and the door is open, close the door and set the dehumidifier to internal Care mode.",D3,D3,조건 지금,if,act|read|set,4,unmarked,Dehumidifier.SetDehumidifierMode Door.Close Door.DoorState RainSensor.Rain,6
dataset.csv,16,C05,"If a person is detected and smoke is detected, sound the siren in fire mode and announce ""Evacuate"" through the speaker.",D3,D3,조건 지금,if,read|set,4,unmarked,PresenceSensor.Presence Siren.SetSirenMode SmokeDetector.Smoke Speaker.Speak,8
dataset.csv,17,C05,"If the pressure is 100 or higher and no one is home, close the valve and sound emergency siren.",D3,D3,조건 지금,if,act|read|set,4,unmarked,PresenceSensor.Presence PressureSensor.Pressure Siren.SetSirenMode Valve.Close,8
dataset.csv,18,C05,"If no motion is detected but the door is open, take a photo and output ""Warning"" through the speaker.",D3,D3,조건 지금,if,act|read|set,4,unmarked,Camera.CaptureImage Door.DoorState MotionSensor.Motion Speaker.Speak,8
dataset.csv,19,C05,"If the study carbon dioxide is 1000ppm or higher and the air purifier is in sleep mode, switch to auto mode and say ""Switching the air purifier to auto mode"" through the speaker.",D3,D3,조건 지금,if,read|set,4,unmarked,AirPurifier.AirPurifierMode AirPurifier.SetAirPurifierMode AirQualitySensor.CarbonDioxide Speaker.Speak,6
dataset.csv,20,C05,"If the bathroom humidity is 85% or higher and the bathroom door is closed, turn on the light and open the door.",D3,D3,조건 지금,if,act|read,4,unmarked,Door.DoorState Door.Open HumiditySensor.Humidity Switch.On,6
dataset.csv,21,C05,"If the face ID 'family' is recognized at the entrance and the door lock is locked , unlock the door lock and open the door.",D3,D3,조건 지금,if,act|read,4,unmarked,Door.Open DoorLock.LockState DoorLock.Unlock FaceRecognizer.RecognizedResult,6
dataset.csv,22,C05,"If the garden illuminance is below 50 and the terrace light is off, turn on the light and play an announcement in the garden.",D3,D3,조건 지금,if,act|read|set,4,unmarked,LightSensor.Brightness Speaker.Speak Switch.On Switch.Switch,6
dataset.csv,23,C05,"If it is raining and the living room window is open, close the window and set the dehumidifier to dehumidifying mode.",D3,D3,조건 지금,if,act|read|set,4,unmarked,Dehumidifier.SetDehumidifierMode RainSensor.Rain WindowCovering.CurrentPosition WindowCovering.DownOrClose,6
dataset.csv,24,C05,"If the baby room sound is 50dB or higher and the living room speaker is stopped, say the baby is awake through the speaker and play ""lullaby.mp3"" file.",D3,D3,조건 지금,if,read|set,4,unmarked,SoundSensor.Sound Speaker.Play Speaker.PlaybackState Speaker.Speak,4
dataset.csv,25,C05,"If the server room temperature is 30 degrees or higher and the AC is off, turn it on and sound the main emergency siren.",D3,D3,조건 지금,if,act|read|set,4,unmarked,Siren.SetSirenMode Switch.On Switch.Switch TemperatureSensor.Temperature,6
dataset.csv,26,C05,"If the wine cellar temperature is 15 degrees or higher and humidity is 60% or higher, turn on the air conditioner and turn off the humidifier.",D3,D3,조건 지금,if,act|read,4,unmarked,HumiditySensor.Humidity Switch.Off Switch.On TemperatureSensor.Temperature,8
dataset.csv,27,C05,"If a water leak is detected in the basement and the main valve is open, close all main valves and sound the police siren.",D3,D3,조건 지금,if,act|read|set,4,all,LeakSensor.Leakage Siren.SetSirenMode Valve.Close Valve.ValveState,7
dataset.csv,28,C05,"If the warehouse fine dust level is 100 or higher and the air purifier is in auto mode, switch it to high mode and say through the warehouse speaker ""Switching to high mode"".",D3,D3,조건 지금,if,read|set,4,unmarked,AirPurifier.AirPurifierMode AirPurifier.SetAirPurifierMode AirQualitySensor.FineDustLevel Speaker.Speak,6
dataset.csv,29,C05,"If the motion is detected in the guest room and the air conditioner is off, set the air conditioner to auto mode and set the target temperature to 24.",D3,D3,조건 지금,if,read|set,4,unmarked,AirConditioner.SetAirConditionerMode AirConditioner.SetTargetTemperature MotionSensor.Motion Switch.Switch,4
dataset.csv,30,C05,"If the living room light is on and the illuminance is 50 lux or higher, close the living room blind and set the AC to auto mode.",D3,D3,조건 지금,if,act|read|set,4,unmarked,AirConditioner.SetAirConditionerMode LightSensor.Brightness Switch.Switch WindowCovering.DownOrClose,8
dataset.csv,2,C17,"Every 30 minutes, if the temperature is 20 degrees or higher and below 30 degrees, set the air conditioner to auto mode; if it is 30 degrees or higher, set it to cool mode.",D7,D7,주기 반복,cycle|if|read|var,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,4
dataset.csv,3,C15,Lock the doorlock every day at midnight.,D6,D6,정해진 시각,cron,act,1,all,DoorLock.Lock,2
dataset.csv,1,C16,"On weekends at 3 PM, check for leakage; if detected, set the siren to emergency mode.",D6,D6,정해진 시각,cron|if,read|set,2,unmarked,LeakSensor.Leakage Siren.SetSirenMode,4
dataset.csv,4,C15,Set the rice cooker to reheating mode every morning at 7 AM.,D6,D6,정해진 시각,cron,set,1,all,RiceCooker.SetRiceCookerMode,2
dataset.csv,2,C18,"Every 30 minutes on weekend afternoons, set the robot vacuum cleaner to auto mode.",D8,D8,기간·횟수 제한 반복,cron|cycle|until_clock,set,1,all,RobotVacuumCleaner.SetRobotVacuumCleanerMode,2
dataset.csv,3,C18,"From 10 PM to midnight every 10 minutes, sound the emergency siren.",D8,D8,기간·횟수 제한 반복,cron|cycle|until_clock,set,1,all,Siren.SetSirenMode,2
dataset.csv,5,C15,"On weekdays from 8 AM to midnight every hour, capture an image with the camera.",D8,D8,기간·횟수 제한 반복,cron|cycle|until_clock,act,1,all,Camera.CaptureImage,2
dataset.csv,6,C15,"When the new year begins, make the arm robot say hello.",D6,D6,정해진 시각,cron,act,1,unmarked,ArmRobot.Hello,2
dataset.csv,7,C15,"On weekdays at 7 AM, start the rice cooker in auto-cleaning mode.",D6,D6,정해진 시각,cron,set,1,unmarked,RiceCooker.SetRiceCookerMode,2
dataset.csv,8,C15,"At 6 AM on Mondays and Wednesdays, announce the weather information through the speaker.",D6,D6,정해진 시각,cron|read|var,read|set,2,unmarked,Speaker.Speak WeatherProvider.Weather,4
dataset.csv,3,C17,"Every hour, increase the speaker volume by 10.",D12,D12,누적·상태 보존,cycle|selfref|var,read|set,2,all,Speaker.SetVolume Speaker.Volume,2
dataset.csv,2,C16,"Every Monday at 8 AM, if both the safe and the door lock are locked, say 'It is safe' through the speaker",D6,D6,정해진 시각,cron|if,read|set,3,all,DoorLock.LockState Safe.SafeState Speaker.Speak,6
dataset.csv,3,C16,"Every 30 minutes from 7 PM to 10 PM, check the robot vacuum cleaner and start it in auto mode if it is stopped.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,read|set,2,all,RobotVacuumCleaner.RobotVacuumCleanerMode RobotVacuumCleaner.SetRobotVacuumCleanerMode,2
dataset.csv,9,C15,"At noon every day, announce the lunch menu of the 301 building cafeteria through the speaker.",D6,D6,정해진 시각,cron|var,set,2,all,MenuProvider.GetMenu Speaker.Speak,4
dataset.csv,10,C15,"At 6 PM every day, announce the dinner menu of the student cafeteria through the speaker.",D6,D6,정해진 시각,cron|var,set,2,all,MenuProvider.GetMenu Speaker.Speak,4
dataset.csv,4,C16,"At 11 PM, if safe is open or the door lock is open , speak 'Check the safe and door lock' through the speaker.",D6,D6,정해진 시각,cron|if,read|set,3,unmarked,DoorLock.LockState Safe.SafeState Speaker.Speak,6
dataset.csv,4,C17,"Check every 30 minutes; if the temperature is 30 degrees or higher, set the target temperature to 25 degrees; if it's below 23 degrees, set it to 26 degrees.",D7,D7,주기 반복,cycle|if|read|var,read|set,2,all,AirConditioner.SetTargetTemperature TemperatureSensor.Temperature,4
dataset.csv,5,C17,"Check humidity every 10 minutes; if it's 50 or higher, turn off the humidifier; if it's 20 or lower, turn on the humidifier and set it to auto mode.",D7,D7,주기 반복,cycle|if,act|read|set,4,all,Humidifier.SetHumidifierMode HumiditySensor.Humidity Switch.Off Switch.On,4
dataset.csv,6,C17,"Check the fine dust level every hour; if it's 200 or higher, set the air purifier to high speed; if it's 100 or lower, set it to low speed.",D7,D7,주기 반복,cycle|if|read|var,read|set,2,all,AirPurifier.SetAirPurifierMode AirQualitySensor.FineDustLevel,4
dataset.csv,7,C17,"Check every 5 minutes; if the charger is fully charged, turn it off.",D7,D7,주기 반복,cycle|if,act|read,2,all,Charger.ChargingState Switch.Off,2
dataset.csv,11,C15,"When the Christmas arrives, change the light color to red.",D6,D6,정해진 시각,cron,set,1,unmarked,Light.MoveToXY,2
dataset.csv,12,C15,"Every hour on Christmas, play 'Christmas.mp3' through the speaker.",D6,D6,정해진 시각,cron,set,1,all,Speaker.Play,2
dataset.csv,4,C18,"Every 10 minutes from now until 3 PM, sound the emergency siren for 5 seconds and then turn it off.",D8,D8,기간·횟수 제한 반복,cycle|delay|until_clock,act|set,2,all,Siren.SetSirenMode Switch.Off,2
dataset.csv,8,C17,"Every minute, if the humidity of all sensors in Group2 is 50% or higher, set all dehumidifiers to refresh mode.",D7,D7,주기 반복,cycle|if,read|set,2,all,Dehumidifier.SetDehumidifierMode HumiditySensor.Humidity,5
dataset.csv,13,C15,"Every 11 PM, close all doors with even tags.",D6,D6,정해진 시각,cron,act,1,all,Door.Close,3
dataset.csv,14,C15,"Every morning at 7 AM, open all blinds in Zone 1.",D6,D6,정해진 시각,cron,act,1,all,WindowCovering.UpOrOpen,3
dataset.csv,5,C16,"Every 7 PM, if no one is detected on the 1st floor, turn off all lights on floor 1; then 1 hour later, if no one is detected on the 2nd floor, turn off all lights on floor 2.",D13,D6,복합 중첩,cron|delay|if,act|read,2,all,PresenceSensor.Presence Switch.Off,8
dataset.csv,9,C17,"Check all door locks in Sector 1 every hour; if any one is open, change all lights in that sector to red.",D7,D7,주기 반복,cycle|if,read|set,2,all,DoorLock.LockState Light.MoveToXY,6
dataset.csv,6,C16,"At 6 PM on weekdays, if presence sensors in the office show no presence, turn off all air conditioners and humidifiers in the office.",D6,D6,정해진 시각,cron|if,act|read,2,all,PresenceSensor.Presence Switch.Off,7
dataset.csv,15,C15,"Every 8 AM, open all blinds with odd tags, then 1 hour later open all blinds with even tags.",D13,D6,복합 중첩,cron|delay,act,1,all,WindowCovering.UpOrOpen,5
dataset.csv,5,C18,"Every 30 minutes during weekends, check all pumps in the factory; if any one is turned on, turn off all pumps and send an email to ""test@example.com"" with the subject 'Risk' and message 'A pump is turned on'.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read|set,4,all,Clock.Weekday EmailProvider.SendMail Switch.Off Switch.Switch,4
dataset.csv,7,C16,"Every 10 PM, if presence is detected in the living room, turn on all lights.",D6,D6,정해진 시각,cron|if,act|read,2,all,PresenceSensor.Presence Switch.On,5
dataset.csv,8,C16,"At midnight, if motion is detected in the hallway, turn all hallway lights to 100% brightness.",D6,D6,정해진 시각,cron|if,read|set,2,all,Light.MoveToBrightness MotionSensor.Motion,5
dataset.csv,9,C16,"Every hour from midnight to 5 AM, if at least one door is open, turn all hallway lights to 50%.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,read|set,2,all,Door.DoorState Light.MoveToBrightness,6
dataset.csv,6,C18,"If no motion is detected between 10 PM and 11 PM, lock all door locks.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read,2,all,DoorLock.Lock MotionSensor.Motion,4
dataset.csv,16,C15,"At 9 AM, open all blinds with even tags on the 3rd floor.",D6,D6,정해진 시각,cron,act,1,all,WindowCovering.UpOrOpen,4
dataset.csv,17,C15,Turn on the light every morning at 8 AM.,D6,D6,정해진 시각,cron,act,1,all,Switch.On,2
dataset.csv,10,C16,"Every morning at 8 AM, make the speaker speak 'Get up'. Additionally, if the window is closed, open it.",D6,D6,정해진 시각,cron|if,act|read|set,3,all,Speaker.Speak WindowCovering.CurrentPosition WindowCovering.UpOrOpen,4
dataset.csv,7,C18,"Every 30 seconds from 10 PM to 11 PM, check for rain; if it rains, close the window.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read,2,all,RainSensor.Rain WindowCovering.DownOrClose,4
dataset.csv,8,C18,"Every 5 seconds on weekends, if the pump is off, turn it on; if it is on, turn it off.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read,4,all,Clock.Weekday Switch.Off Switch.On Switch.Switch,2
dataset.csv,10,C17,"Measure the temperature every 15 minutes; turn on the air conditioner in cool mode if it's 25 degrees or higher, and turn it off if it's below 25 degrees.",D7,D7,주기 반복,cycle|if|read|var,act|read|set,4,all,AirConditioner.SetAirConditionerMode Switch.Off Switch.On TemperatureSensor.Temperature,4
dataset.csv,11,C16,Check every 5 minutes from 10 PM to 11 PM and turn it off when charging is complete.,D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read,2,all,Charger.ChargingState Switch.Off,2
dataset.csv,18,C15,"At 8 AM, turn on the high-efficiency tagged air purifier and set it to auto mode.",D6,D6,정해진 시각,cron,act|set,2,unmarked,AirPurifier.SetAirPurifierMode Switch.On,2
dataset.csv,12,C16,"At 6 PM, if any window is open, close all of them.",D6,D6,정해진 시각,cron|if,act|read,2,all,WindowCovering.CurrentPosition WindowCovering.DownOrClose,3
dataset.csv,19,C15,"At 1 PM, open all blinds.",D6,D6,정해진 시각,cron,act,1,all,WindowCovering.UpOrOpen,3
dataset.csv,9,C18,"Every hour from 6 PM to 8 PM, if someone is detected on the 1st floor, turn on all 1st floor lights.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read,2,all,PresenceSensor.Presence Switch.On,5
dataset.csv,3,C13,Repeat opening and closing the window every 10 minutes.,D7,D7,주기 반복,count|cycle|if,act,2,all,WindowCovering.DownOrClose WindowCovering.UpOrOpen,2
dataset.csv,4,C13,"Every 30 minutes, toggle the air purifier between sleep mode and high speed mode.",D7,D7,주기 반복,count|cycle|if,set,1,all,AirPurifier.SetAirPurifierMode,2
dataset.csv,18,C08,"Whenever the humidity level drops to 30% or below, turn on the humidifier.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,unmarked,HumiditySensor.Humidity Switch.On,4
dataset.csv,19,C08,"Whenever the rain stops, open the window.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,unmarked,RainSensor.Rain WindowCovering.UpOrOpen,4
dataset.csv,20,C08,"Every time the sound sensor value exceeds 30, set the air purifier to sleep mode.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,AirPurifier.SetAirPurifierMode SoundSensor.Sound,4
dataset.csv,21,C08,"Each time the humidity drops below 50%, set the dehumidifier to drying mode.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,Dehumidifier.SetDehumidifierMode HumiditySensor.Humidity,4
dataset.csv,22,C08,"Whenever the window opens, make the speaker speak 'The window is open'.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,unmarked,Speaker.Speak WindowCovering.CurrentPosition,4
dataset.csv,4,C14,"Whenever motion is detected, increase the light brightness by 10. If it reaches max, stop it.",D12,D12,누적·상태 보존,break|cycle|edge|if|selfref|wait,read|set,3,unmarked,Light.CurrentBrightness Light.MoveToBrightness MotionSensor.Motion,4
dataset.csv,23,C08,"Each time the brightness level falls below 100 lux, turn on the light.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,LightSensor.Brightness Switch.On,4
dataset.csv,24,C08,"Every time the fine dust level goes above 80, set the air purifier to high speed.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,AirPurifier.SetAirPurifierMode AirQualitySensor.FineDustLevel,4
dataset.csv,25,C08,"Each time the carbon dioxide level reaches 900ppm or higher, close the valve.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,AirQualitySensor.CarbonDioxide Valve.Close,4
dataset.csv,26,C08,"Whenever the temperature becomes 30 degrees or higher, close the blind.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,unmarked,TemperatureSensor.Temperature WindowCovering.DownOrClose,4
dataset.csv,1,C12,"When the door opens, make the speaker speak ""Welcome"" every minute thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,Door.DoorState Speaker.Speak,4
dataset.csv,2,C12,"When the contact sensor is closed, sound the police siren every 10 seconds thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,ContactSensor.Contact Siren.SetSirenMode,4
dataset.csv,3,C12,"Once the entrance door is opened, check the safe every 5 minutes thereafter and announce ""The safe is open"" through the speaker if it's not locked.",D9,D9,트리거 후 반복,cycle|if|wait,read|set,3,all,Door.DoorState Safe.SafeState Speaker.Speak,6
dataset.csv,4,C12,"When a leak is detected, close the valve immediately and then speak ""Leak detected. Please evacuate."" through the speaker every minute thereafter.",D9,D9,트리거 후 반복,cycle|wait,act|read|set,3,all,LeakSensor.Leakage Speaker.Speak Valve.Close,6
dataset.csv,5,C12,"When smoke is detected, sound the emergency siren for 5 seconds every minute thereafter.",D9,D9,트리거 후 반복,cycle|delay|wait,act|read|set,3,all,Siren.SetSirenMode SmokeDetector.Smoke Switch.Off,4
dataset.csv,10,C18,"At midnight, close the door and check the light every hour until 6 AM; if the brightness is greater than 30, lower it to 10.",D8,D8,기간·횟수 제한 반복,cron|cycle|if|until_clock,act|read|set,3,all,Door.Close Light.CurrentBrightness Light.MoveToBrightness,4
dataset.csv,6,C12,"When the charger voltage drops to 4V or lower, speak ""The charging voltage is low"" through the speaker every 30 minutes thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,Charger.Voltage Speaker.Speak,4
dataset.csv,7,C12,"When smoke is detected, announce it through the speaker and then send an email every 5 minutes thereafter to ""test@example.com"" with the subject ""Fire Warning"" and the content ""A fire has occurred. Please evacuate."".",D9,D9,트리거 후 반복,cycle|wait,read|set,3,all,EmailProvider.SendMail SmokeDetector.Smoke Speaker.Speak,5
dataset.csv,8,C12,"When the spin speed becomes 0, say 'Please take out the laundry' through the speaker every 10 minutes thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,LaundryDryer.SpinSpeed Speaker.Speak,4
dataset.csv,9,C12,"When motion is detected, capture an image every 10 seconds thereafter.",D9,D9,트리거 후 반복,cycle|wait,act|read,2,all,Camera.CaptureImage MotionSensor.Motion,4
dataset.csv,27,C08,"Whenever the humidity reaches 50% or higher, set all dehumidifiers with the Group 1 tag to drying mode.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,Dehumidifier.SetDehumidifierMode HumiditySensor.Humidity,5
dataset.csv,28,C08,"Whenever the brightness drops below 200 lux, turn on all lights.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,LightSensor.Brightness Switch.On,3
dataset.csv,29,C08,"Whenever a light in the upper part is turned on, turn on a light in the lower part as well.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,unmarked,Switch.On Switch.Switch,3
dataset.csv,30,C08,"Whenever the button with the 'Light' tag is pressed, set the brightness of all lights with 'Odd' tags to maximum.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,Button.Button Light.MoveToBrightness,5
dataset.csv,31,C08,"Every time the button with the 'Robot' tag is pressed, set all robot vacuum cleaners with 'Even' tags to auto mode.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,all,Button.Button RobotVacuumCleaner.SetRobotVacuumCleanerMode,5
dataset.csv,32,C08,"Each time the door is opened, turn on all lights in the hallway and living room.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,Door.DoorState Switch.On,7
dataset.csv,33,C08,"Whenever the button with the 'Stop' tag is pressed, turn off all devices with 'Even' tags.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,Button.Button Switch.Off,5
dataset.csv,34,C08,"Whenever it rains, close all windows and doors.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,3,all,Door.Close RainSensor.Rain WindowCovering.DownOrClose,6
dataset.csv,35,C08,"Whenever the door lock is locked, turn on the entrance light at maximum brightness for 10 seconds and then turn it off.",D9,D9,트리거 후 반복,cycle|delay|edge|wait,act|read|set,3,unmarked,DoorLock.LockState Light.MoveToBrightness Switch.Off,4
dataset.csv,36,C08,"Whenever motion is detected at the entrance, turn on the entrance light at maximum brightness and then turn it off after 3 seconds.",D9,D9,트리거 후 반복,cycle|delay|edge|wait,act|read|set,3,unmarked,Light.MoveToBrightness MotionSensor.Motion Switch.Off,4
dataset.csv,37,C08,"Whenever the brightness drops below 50 lux, open all shades in the parking lot.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,LightSensor.Brightness WindowCovering.UpOrOpen,5
dataset.csv,10,C12,"When the server rack humidity becomes higher than 70%, set the lab dehumidifier to dehumidifying mode and check the humidity every hour; turn it off if it's below 50%.",D9,D9,트리거 후 반복,cycle|if|read|var|wait,act|read|set,3,all,Dehumidifier.SetDehumidifierMode HumiditySensor.Humidity Switch.Off,4
dataset.csv,11,C12,"When the carbon dioxide level in the parking lot exceeds 880 ppm, speak ""CO2 level danger"" through the parking lot speaker every 10 seconds thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,AirQualitySensor.CarbonDioxide Speaker.Speak,4
dataset.csv,12,C12,"When smoke is detected in the living room, sound all fire alarms. Then, every 10 seconds, speak ""Please evacuate"" through the speaker.",D9,D9,트리거 후 반복,cycle|wait,read|set,3,all,Siren.SetSirenMode SmokeDetector.Smoke Speaker.Speak,6
dataset.csv,13,C12,"When any presence sensor on the 1st floor detects presence, sound all emergency sirens for 3 seconds every minute thereafter and then turn them off.",D9,D9,트리거 후 반복,cycle|delay|wait,act|read|set,3,all,PresenceSensor.Presence Siren.SetSirenMode Switch.Off,5
dataset.csv,14,C12,"When motion is detected in the lobby, capture an image of the lobby every 30 seconds thereafter.",D9,D9,트리거 후 반복,cycle|wait,act|read,2,all,Camera.CaptureImage MotionSensor.Motion,4
dataset.csv,15,C12,"When smoke is detected by the kitchen smoke detector, speak ""Fire outbreak"" through the living room speaker every 10 seconds thereafter.",D9,D9,트리거 후 반복,cycle|wait,read|set,2,all,SmokeDetector.Smoke Speaker.Speak,4
dataset.csv,38,C08,"Whenever the kitchen leak sensor detects a leak, start streaming with the kitchen camera.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,unmarked,Camera.StartStream LeakSensor.Leakage,4
dataset.csv,39,C08,"Whenever the motion sensor in the yard detects anything, sound the police siren.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,unmarked,MotionSensor.Motion Siren.SetSirenMode,4
dataset.csv,40,C08,"Whenever button 2 of the multi-button is pressed, open all windows in the living room.",D9,D9,트리거 후 반복,cycle|edge|wait,act|read,2,all,MultiButton.Button2 WindowCovering.UpOrOpen,5
dataset.csv,5,C13,Repeat opening and closing the living room blind every hour.,D7,D7,주기 반복,count|cycle|if,act,2,all,WindowCovering.DownOrClose WindowCovering.UpOrOpen,2
dataset.csv,6,C13,Repeat opening and closing the bedroom window every 2 hours.,D7,D7,주기 반복,count|cycle|if,act,2,all,WindowCovering.DownOrClose WindowCovering.UpOrOpen,2
dataset.csv,7,C13,"Every hour, alternate the air conditioner's target temperature between 25 and 20 degrees.",D7,D7,주기 반복,count|cycle|if,set,1,all,AirConditioner.SetTargetTemperature,2
dataset.csv,11,C17,"Whenever the car charger in the parking lot is fully charged, speak ""Charging is complete"" through the speaker.",D9,D9,트리거 후 반복,cycle|edge|wait,read|set,2,unmarked,Charger.ChargingState Speaker.Speak,4
dataset.csv,41,C08,"Whenever the meeting room door is opened, turn on the light at maximum brightness and then turn it off after 10 seconds.",D9,D9,트리거 후 반복,cycle|delay|edge|wait,act|read|set,3,unmarked,Door.DoorState Light.MoveToBrightness Switch.Off,4
dataset.csv,22,C02,Turn off all lights in the bedroom.,D1,D1,지금 한 번,,act,1,all,Switch.Off,5
dataset.csv,23,C02,Set all air conditioners in the office to cool mode.,D1,D1,지금 한 번,,set,1,all,AirConditioner.SetAirConditionerMode,5
dataset.csv,24,C02,Close all blinds in the living room.,D1,D1,지금 한 번,,act,1,all,WindowCovering.DownOrClose,5
dataset.csv,25,C02,Open all windows on floor 1.,D1,D1,지금 한 번,,act,1,all,WindowCovering.UpOrOpen,4
dataset.csv,26,C02,Sound all sirens on floor 2 in emergency mode.,D1,D1,지금 한 번,,set,1,all,Siren.SetSirenMode,4
dataset.csv,27,C02,Lock all door locks in sector 1.,D1,D1,지금 한 번,,act,1,all,DoorLock.Lock,4
dataset.csv,28,C02,Set all air purifiers in the warehouse to high mode.,D1,D1,지금 한 번,,set,1,all,AirPurifier.SetAirPurifierMode,5
dataset.csv,29,C02,Stop playback on all speakers in the meeting room.,D1,D1,지금 한 번,,act,1,all,Speaker.Stop,4
dataset.csv,30,C02,Set all humidifiers in the bedroom to auto mode.,D1,D1,지금 한 번,,set,1,all,Humidifier.SetHumidifierMode,4
dataset.csv,31,C02,Close all valves in the garage.,D1,D1,지금 한 번,,act,1,all,Valve.Close,4
dataset.csv,32,C02,Set all pumps in the factory to maximum mode.,D1,D1,지금 한 번,,set,1,all,Pump.SetPumpMode,4
dataset.csv,33,C02,Turn on all lights in the hallway.,D1,D1,지금 한 번,,act,1,all,Switch.On,5
dataset.csv,24,C03,"If all temperature sensors in sector 1 read 35 degrees or higher, set all air conditioners in sector 1 to cool mode.",D3,D3,조건 지금,if,read|set,2,all,AirConditioner.SetAirConditionerMode TemperatureSensor.Temperature,6
dataset.csv,27,C07,"If any presence sensor on floor 1 detects presence, turn on all lights on floor 1.",D4,D4,트리거 기다림,wait,act|read,2,all,PresenceSensor.Presence Switch.On,7
dataset.csv,20,C15,"Every day at midnight, capture an image with all cameras in the parking lot.",D6,D6,정해진 시각,cron,act,1,all,Camera.CaptureImage,4
dataset.csv,28,C07,"If motion is detected at the entrance, capture an image with the entrance camera.",D4,D4,트리거 기다림,wait,act|read,2,unmarked,Camera.CaptureImage MotionSensor.Motion,6
dataset.csv,25,C03,"If the sector 1 temperature is 30 degrees or higher, set the sector 1 air conditioner target temperature to 22 degrees.",D3,D3,조건 지금,if,read|set,2,unmarked,AirConditioner.SetTargetTemperature TemperatureSensor.Temperature,6
