id,space_id,command,command_ko,mode,trig,act,dev_trig,dev_act,ref,expect,d,tier,b1,b3,context,why,targets,target_svc,ir_gt
G00350,FARM03,"On Thursday at 7 am, wait 5 minutes and then I want to know when it changes.",목요일 오전 7시에 5분 기다렸다가 상태가 바뀌면 알려 줘.,trigger,time,notify,Clock,NotificationProvider,vague,execute,D2,T2,act,1,none,,,NotificationProvider.SendToast,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 7 * * 4""}, {""op"": ""delay"", ""duration"": ""5 MIN""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendToast"", ""args"": {""Message"": ""It is time""}}]}"
G00351,HOME01,"Every night at 10:30 pm, if the room is too warm right now, send a warning to my phone",매일 밤 10시 30분에 방이 너무 더우면 폰으로 경고 보내 줘,trigger,time,notify,Clock,NotificationProvider,none,refuse,D3,T2,act,1,none,no_channel,,,
G00352,HOME08,please push me an alert every night at 11 pm.,매일 밤 11시에 알림 띄워 주세요.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 23 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00353,HOME15,Give me a heads-up every night at midnight,매일 자정에 꼭 알려 줘,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00354,OFFICE02,I'd like you to let me know every night at 9 pm.,매일 밤 9시에 알려 줬으면 해.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 21 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00355,HOME16,I'd like you to push me an alert at 8 am.,오전 8시에 알림 띄워 줬으면 해.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00356,FACT01,Send me a notification every night at 10:30 pm,매일 밤 10시 30분에 알림 보내 줘,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 22 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00357,HOME03,"Every night at 11:30 pm, push me an alert.",매일 밤 11시 30분에 알림 띄워 줘.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 23 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00358,HOME10,please tell me if something is off every day at 8 am.,매일 오전 8시에 뭔가 이상하면 좀 알려 줘.,trigger,time,notify,Clock,NotificationProvider,vague,execute,D6,T1,read,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00359,HOME17,can you show it on the screen every night at midnight?,매일 자정에 화면에 띄워 줄래?,trigger,time,notify,Clock,NotificationProvider,none,refuse,D6,T1,act,1,none,no_channel,,,
G00360,OFFICE04,I'd like you to tell me about it every night at 11:30 pm.,매일 밤 11시 30분에 알려 줬으면 해.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 23 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00361,LAB05,could you send me a notification every night at 11:30 pm?,매일 밤 11시 30분에 알림 보내 줄 수 있어?,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 23 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00362,FACT03,Push me an alert every night at 10 pm,매일 밤 10시에 알림 띄워 줘,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 22 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00363,HOME05,"Every night at 11:30 pm, send a warning to my phone.",매일 밤 11시 30분에 폰으로 경고 보내 줘.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 23 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00364,HOME12,please let me know every night at 9 pm.,매일 밤 9시에 좀 알려 줘.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 21 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00365,HOME19,can you tell me about it every night at midnight?,매일 자정에 알려 줄래?,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00366,OFFICE06,I'd like you to send me a notification every night at 10:30 pm.,매일 밤 10시 30분에 알림 보내 줬으면 해.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 22 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00367,FARM02,"Every night at midnight, I want to know when it changes",매일 자정에 상태가 바뀌면 알려 줘,trigger,time,notify,Clock,NotificationProvider,vague,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00368,FACT05,Give me a heads-up every night at midnight.,매일 자정에 꼭 알려 줘.,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,Speaker.Speak,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""call"", ""target"": ""Speaker.Speak"", ""args"": {""Text"": ""It is time""}}]}"
G00369,HOME07,"Every night at 11:30 pm, let me know",매일 밤 11시 30분에 알려 줘,trigger,time,notify,Clock,NotificationProvider,none,execute,D6,T1,act,1,none,,,NotificationProvider.SendPush,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""30 23 * * *""}, {""op"": ""call"", ""target"": ""NotificationProvider.SendPush"", ""args"": {""Title"": ""Home"", ""Body"": ""It is time""}}]}"
G00370,FARM04,could you put the lights on when I double-press the button?,버튼이 연속 두 번 눌리면 조명 켜 줄 수 있어?,trigger,button,light.on,Button,Light,all,refuse,D4,T1,act,1,none,no_device,,,
G00371,FARM04,Light up the lights when the scene button is pressed,씬 버튼이 눌리면 조명 켜,trigger,button,light.on,Button,Light,all,refuse,D4,T1,act,1,none,no_device,,,
G00372,FARM04,"With a single press of the button, switch the lights on.",버튼을 한 번 누르면 조명 켜.,trigger,button,light.on,Button,Light,all,refuse,D4,T1,act,1,none,no_device,,,
G00373,FARM04,"With a single press of the button, check every 10 minutes and switch the lights on if someone is in the room",버튼을 한 번 누르면 10분마다 확인해서 방에 사람이 있을 때 조명 켜,trigger,button,light.on,Button,Light,plain,refuse,D7,T3,act,1,none,no_device,,,
G00374,FARM04,"With a single press of the button, check every 20 minutes and get the lights on if it is dark outside",버튼을 한 번 누르면 20분마다 확인해서 바깥이 어두울 때 조명 켜,trigger,button,light.on,Button,Light,plain,refuse,D7,T3,act,1,none,no_device,,,
G00375,FARM04,"Wait up to 30 minutes to see if the tank is below half; if not, get the lights on","탱크가 절반 아래로 내려가는지 최대 30분 기다려 보고, 그래도 아니면 조명 켜",trigger,button,light.on,Button,Light,plain,refuse,D10,T3,read,1,none,no_device,,,
G00376,HOME11,"When I double-press the button, check every 30 minutes and turn on the light if the battery is under 20 percent.",버튼이 연속 두 번 눌리면 30분마다 확인해서 배터리가 20퍼센트 아래일 때 조명 켜.,trigger,button,light.on,Button,Light,onedup,ask,D7,T3,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,
G00377,LAB01,"When the scene button is pressed, check every 10 minutes and light up the light if the window is open.",씬 버튼이 눌리면 10분마다 확인해서 창문이 열려 있을 때 조명 켜.,trigger,button,light.on,Button,Light,onedup,ask,D7,T3,read,1,none,,tc0_5452b6c5-0dee-4cca-ba6f-15582b358305 tc0_7def1d9d-721c-4e35-b217-51fb8b46ba59 tc0_081181c1-3210-4ad2-8af1-f262fdc0fc76 tc0_ebfb522a028ef8add497wu tc0_eb8c9cf310d709af51rs9c tc0_57b081e4-f567-4a84-9121-4f0ed61ae733 tc0_d1b5e845-cbe2-42b4-9606-8ad71cb14901 tc0_4e13891d-054f-494a-9517-c56b38632fef tc0_05b24023-a435-4e1a-bf7d-680c5a0174ba tc0_ba52d76e-e6dc-41ff-8207-64c7d9d88b3b,,
G00378,FACT01,"Wait up to 10 minutes to see if the window is open; if not, put the light on.","창문이 열리는지 최대 10분 기다려 보고, 그래도 아니면 조명 켜.",trigger,button,light.on,Button,Light,onedup,ask,D10,T3,read,1,none,,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,,
G00379,HOME04,"When I press the button, turn on the light, but only if the tank is below half.",내가 버튼을 누르면 탱크가 절반 아래일 때만 조명 켜.,trigger,button,light.on,Button,Light,onedup,ask,D3,T2,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,
G00380,HOME11,can you put the light on when I double-press the button?,버튼이 연속 두 번 눌리면 조명 켜 줄래?,trigger,button,light.on,Button,Light,onedup,ask,D4,T1,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,
G00381,HOME20,I'd like you to light up the light when the scene button is pressed.,씬 버튼이 눌리면 조명 켜 줬으면 해.,trigger,button,light.on,Button,Light,onedup,ask,D4,T1,act,1,none,,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,,
G00382,LAB04,could you switch all the lights on with a single press of the button?,버튼을 한 번 누르면 모든 조명 켜 줄 수 있어?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00383,HOME04,Get all the lights on with one tap on the wall switch,벽 스위치를 한 번 누르면 모든 조명 켜,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00384,HOME11,"When I press the button, brighten this place up.",내가 버튼을 누르면 여기 좀 밝게 해 줘.,trigger,button,light.on,Button,Light,vague,ask,D4,T1,act,1,none,,HOME11_Bathroom_Light_1 HOME11_Kitchen_Light_1 HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Room_WindowCovering_1,,
G00385,HOME20,please put all the lights on when I double-press the button.,버튼이 연속 두 번 눌리면 모든 조명 켜 주세요.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""double\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00386,LAB04,can you light up all the lights when the scene button is pressed?,씬 버튼이 눌리면 모든 조명 켜 줄래?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00387,HOME04,I'd like you to switch all the lights on with a single press of the button.,버튼을 한 번 누르면 모든 조명 켜 줬으면 해.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00388,HOME11,could you get all the lights on with one tap on the wall switch?,벽 스위치를 한 번 누르면 모든 조명 켜 줄 수 있어?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00389,HOME20,Turn on all the lights when I press the button,내가 버튼을 누르면 모든 조명 켜,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00390,LAB04,"When I double-press the button, put all the lights on",버튼이 연속 두 번 눌리면 모든 조명 켜,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""double\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00391,HOME04,please light up all the lights when the scene button is pressed.,씬 버튼이 눌리면 모든 조명 좀 켜 줘.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00392,HOME11,can you switch all the lights on with a single press of the button?,버튼을 한 번 누르면 모든 조명 켜 줄래?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00393,HOME20,I'd like you to brighten this place up with one tap on the wall switch.,벽 스위치를 한 번 누르면 여기 좀 밝게 해 줬으면 해.,trigger,button,light.on,Button,Light,vague,execute,D4,T1,act,1,none,,HOME20_Bedroom_Light_1 HOME20_Kitchen_Light_1 HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00394,LAB04,could you turn on all the lights when I press the button?,내가 버튼을 누르면 모든 조명 켜 줄 수 있어?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00395,HOME04,Put all the lights on when I double-press the button,버튼이 연속 두 번 눌리면 모든 조명 켜,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""double\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00396,HOME11,"When the scene button is pressed, light up all the lights.",씬 버튼이 눌리면 모든 조명 켜.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00397,HOME20,please switch all the lights on with a single press of the button.,버튼을 한 번 누르면 모든 조명 좀 켜 줘.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2 HOME20_Kitchen_Light_1 HOME20_Bedroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00398,LAB04,can you get all the lights on with one tap on the wall switch?,벽 스위치를 한 번 누르면 모든 조명 켜 줄래?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00399,HOME04,I'd like you to turn on all the lights when I press the button.,내가 버튼을 누르면 모든 조명 켜 줬으면 해.,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00400,HOME11,could you put all the lights on when I double-press the button?,버튼이 연속 두 번 눌리면 모든 조명 켜 줄 수 있어?,trigger,button,light.on,Button,Light,all,execute,D4,T1,act,1,none,,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""double\"""", ""edge"": ""rising""}, {""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}]}"
G00401,HOME18,"When the scene button is pressed, count how many times it happens and switch the lights on once it passes 4",씬 버튼이 눌릴 때 그 횟수를 세다가 4번을 넘으면 조명 전부 켜,trigger,button,light.on,Button,Light,plain,execute,D12,T4,read,1,none,,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""read"", ""var"": ""Count"", ""src"": ""Button.Button@count:today""}, {""op"": ""if"", ""cond"": ""Count >= 4"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}"
G00402,HOME08,"Wait up to 20 minutes to see if the window is open; if not, turn on the lights.","창문이 열리는지 최대 20분 기다려 보고, 그래도 아니면 조명 전부 켜.",trigger,button,light.on,Button,Light,plain,execute,D10,T3,read,1,none,,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2 HOME08_Bedroom_Light_1 HOME08_Kitchen_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""ContactSensor.Contact == false"", ""edge"": ""rising"", ""timeout"": ""20 MIN""}, {""op"": ""if"", ""cond"": ""not (ContactSensor.Contact == false)"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}"
G00403,HOME06,"When I press the button, count how many times it happens and put the lights on once it passes 2.",내가 버튼을 누를 때 그 횟수를 세다가 2번을 넘으면 조명 전부 켜.,trigger,button,light.on,Button,Light,plain,execute,D12,T4,read,1,none,,HOME06_LivingRoom_Light_1 HOME06_LivingRoom_Light_2 HOME06_LivingRoom_Light_3 HOME06_LivingRoom_Light_4 HOME06_Kitchen_Light_1 HOME06_Kitchen_Light_2 HOME06_Bedroom_Light_1 HOME06_Bedroom_Light_2 HOME06_Study_Light_1 HOME06_Bathroom_Light_1 HOME06_Bathroom_Light_2 HOME06_Hallway_Light_1 HOME06_Garden_Light_1 HOME06_Garden_Light_2 HOME06_Garage_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""read"", ""var"": ""Count"", ""src"": ""Button.Button@count:today""}, {""op"": ""if"", ""cond"": ""Count >= 2"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}"
G00404,LAB03,"Wait up to 30 minutes to see if it is dark outside; if not, light up the lights.","바깥이 어두워지는지 최대 30분 기다려 보고, 그래도 아니면 조명 전부 켜.",trigger,button,light.on,Button,Light,plain,execute,D10,T3,act,1,none,,LAB03_LabRoom_Light_1 LAB03_LabRoom_Light_2 LAB03_LabRoom_Light_3 LAB03_ColdRoom_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""SunProvider.SunState == \""belowHorizon\"""", ""edge"": ""rising"", ""timeout"": ""30 MIN""}, {""op"": ""if"", ""cond"": ""not (SunProvider.SunState == \""belowHorizon\"")"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}"
G00405,HOME18,"With one tap on the wall switch, check every 30 minutes and switch the lights on if the room is too warm.",벽 스위치를 한 번 누르면 30분마다 확인해서 방이 더울 때 조명 전부 켜.,trigger,button,light.on,Button,Light,plain,execute,D7,T3,act,1,none,,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""wait"", ""cond"": ""Button.Button == \""pushed\"""", ""edge"": ""rising""}, {""op"": ""cycle"", ""until"": null, ""period"": ""30 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""TemperatureSensor.Temperature > 26"", ""then"": [{""op"": ""call"", ""target"": ""Switch.On"", ""args"": {}}], ""else"": []}]}]}"
