id,domain,space_id,intent,command,command_ko,expect,why,d,tier,context,targets,target_svc
G01405,집,HOME15,기기제어,Set the Skylight 2 brightness to 30 percent with one tap on the wall switch,벽 스위치를 한 번 누르면 스카이라이트 2 밝기를 30퍼센트로 맞춰,execute,,D4,T1,none,HOME15_Study_Light_2,
G01406,사무실,OFFICE06,기기제어,"When I press the button, dim the open space lights to 5 percent.",내가 버튼을 누르면 사무실 조명 밝기를 5퍼센트로 낮춰.,execute,,D4,T1,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G01407,공장,FACT02,기기제어,please turn the dock lights up to 100 percent when I double-press the button.,버튼이 연속 두 번 눌리면 하역장 조명 밝기를 100퍼센트까지 올려 주세요.,execute,,D4,T1,none,FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G01408,집,HOME07,기기제어,can you bring the living room lights down to 15 percent when the scene button is pressed?,씬 버튼이 눌리면 거실 조명 밝기를 15퍼센트까지 낮춰 줄래?,execute,,D4,T1,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3,
G01409,집,HOME15,기기제어,I'd like you to set the Hue living room 2 brightness to 60 percent with a single press of the button.,버튼을 한 번 누르면 Hue 거실 2 밝기를 60퍼센트로 맞춰 줬으면 해.,execute,,D4,T1,none,HOME15_LivingRoom_Light_2,
G01410,집,HOME15,기기제어,Set the Hue living room 1 brightness to 70 percent when I double-press the button,버튼이 연속 두 번 눌리면 Hue 거실 1 밝기를 70퍼센트로 맞춰,execute,,D4,T1,none,HOME15_LivingRoom_Light_1,
G01411,사무실,OFFICE06,기기제어,"When the scene button is pressed, dim the open space lights to 30 percent.",씬 버튼이 눌리면 사무실 조명 밝기를 30퍼센트로 낮춰.,execute,,D4,T1,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G01412,공장,FACT02,기기제어,please turn the warehouse lights up to 85 percent with a single press of the button.,버튼을 한 번 누르면 창고 조명 밝기를 85퍼센트까지 올려 주세요.,execute,,D4,T1,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G01413,집,HOME07,기기제어,can you bring the garden lights down to 5 percent with one tap on the wall switch?,벽 스위치를 한 번 누르면 마당 조명 밝기를 5퍼센트까지 낮춰 줄래?,execute,,D4,T1,none,HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3,
G01414,집,HOME15,기기제어,I'd like you to make it dimmer when I press the button.,내가 버튼을 누르면 좀 더 어둡게 해 줬으면 해.,ask,,D4,T1,none,HOME15_Bedroom_Light_1 HOME15_Bedroom_Light_2 HOME15_Kitchen_Light_1 HOME15_LivingRoom_ColorControl_1 HOME15_LivingRoom_ColorControl_2 HOME15_LivingRoom_Light_1 HOME15_LivingRoom_Light_2 HOME15_LivingRoom_Light_3 HOME15_LivingRoom_Light_4 HOME15_LivingRoom_WindowCovering_1 HOME15_LivingRoom_WindowCovering_2 HOME15_LivingRoom_WindowCovering_3 HOME15_Study_Light_1 HOME15_Study_Light_2,
G01415,사무실,OFFICE06,기기제어,could you dim the open space lights to 20 percent when I double-press the button?,버튼이 연속 두 번 눌리면 사무실 조명 밝기를 20퍼센트로 낮춰 줄 수 있어?,execute,,D4,T1,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G01416,공장,FACT02,기기제어,Turn the warehouse lights up to 90 percent when the scene button is pressed,씬 버튼이 눌리면 창고 조명 밝기를 90퍼센트까지 올려,execute,,D4,T1,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G01417,집,HOME07,기기제어,"With a single press of the button, bring the bedroom lights down to 15 percent.",버튼을 한 번 누르면 침실 조명 밝기를 15퍼센트까지 낮춰.,execute,,D4,T1,none,HOME07_Bedroom_Light_1 HOME07_Bedroom_Light_2,
G01418,집,HOME15,기기제어,please set the Hue living room 1 brightness to 20 percent with one tap on the wall switch.,벽 스위치를 한 번 누르면 Hue 거실 1 밝기를 20퍼센트로 좀 맞춰 줘.,execute,,D4,T1,none,HOME15_LivingRoom_Light_1,
G01419,사무실,OFFICE06,기기제어,can you dim the meeting room lights to 15 percent when I press the button?,내가 버튼을 누르면 회의실 조명 밝기를 15퍼센트로 낮춰 줄래?,execute,,D4,T1,none,OFFICE06_MeetingRoom_Light_1,
G01420,공장,FACT02,기기제어,I'd like you to turn the warehouse lights up to 75 percent when I double-press the button.,버튼이 연속 두 번 눌리면 창고 조명 밝기를 75퍼센트까지 올려 줬으면 해.,execute,,D4,T1,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G01421,집,HOME07,기기제어,could you bring the kitchen lights down to 25 percent when the scene button is pressed?,씬 버튼이 눌리면 주방 조명 밝기를 25퍼센트까지 낮춰 줄 수 있어?,execute,,D4,T1,none,HOME07_Kitchen_Light_1,
G01422,집,HOME15,기기제어,Set the Skylight 2 brightness to 50 percent with a single press of the button,버튼을 한 번 누르면 스카이라이트 2 밝기를 50퍼센트로 맞춰,execute,,D4,T1,none,HOME15_Study_Light_2,
G01423,사무실,OFFICE06,기기제어,"With one tap on the wall switch, set the mood softer",벽 스위치를 한 번 누르면 분위기 좀 부드럽게 해 줘,execute,,D4,T1,none,OFFICE06_MeetingRoom_Light_1 OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G01424,공장,FACT02,기기제어,please turn the warehouse lights up to 75 percent when I press the button.,내가 버튼을 누르면 창고 조명 밝기를 75퍼센트까지 좀 올려 줘.,execute,,D4,T1,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G01425,집,HOME07,기기제어,can you bring the living room lights down to 15 percent when I double-press the button?,버튼이 연속 두 번 눌리면 거실 조명 밝기를 15퍼센트까지 낮춰 줄래?,execute,,D4,T1,none,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3,
G01426,집,HOME15,기기제어,I'd like you to set the Hue bedroom 1 brightness to 20 percent when the scene button is pressed.,씬 버튼이 눌리면 Hue 침실 1 밝기를 20퍼센트로 맞춰 줬으면 해.,execute,,D4,T1,none,HOME15_Bedroom_Light_1,
G01427,사무실,OFFICE06,기기제어,could you dim the open space lights to 30 percent with a single press of the button?,버튼을 한 번 누르면 사무실 조명 밝기를 30퍼센트로 낮춰 줄 수 있어?,execute,,D4,T1,none,OFFICE06_OpenSpace_Light_1 OFFICE06_OpenSpace_Light_2 OFFICE06_OpenSpace_Light_3,
G01428,공장,FACT02,기기제어,Turn the warehouse lights up to 85 percent with one tap on the wall switch,벽 스위치를 한 번 누르면 창고 조명 밝기를 85퍼센트까지 올려,execute,,D4,T1,none,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8,
G01429,집,HOME07,기기제어,"When I press the button, bring the kitchen lights down to 15 percent.",내가 버튼을 누르면 주방 조명 밝기를 15퍼센트까지 낮춰.,execute,,D4,T1,none,HOME07_Kitchen_Light_1,
G01430,집,HOME15,기기제어,please set the Hue bedroom 2 brightness to 50 percent when I double-press the button.,버튼이 연속 두 번 눌리면 Hue 침실 2 밝기를 50퍼센트로 좀 맞춰 줘.,execute,,D4,T1,none,HOME15_Bedroom_Light_2,
G01431,사무실,OFFICE06,기기제어,could you dim the meeting room lights to 30 percent when I press the button?,내가 버튼을 누르면 회의실 조명 밝기를 30퍼센트로 낮춰 줄 수 있어?,execute,,D4,T1,none,OFFICE06_MeetingRoom_Light_1,
G01432,농장,FARM01,기기제어,Give me some light to read by around sundown.,해 질 무렵 책 읽을 만큼 불 좀 줘.,ask,,D4,T1,sun,FARM01_Greenhouse_GrowLight_1 FARM01_Greenhouse_GrowLight_2 FARM01_Greenhouse_GrowLight_3 FARM01_Greenhouse_GrowLight_4 FARM01_Greenhouse_WindowCovering_1 FARM01_Greenhouse_WindowCovering_2 FARM01_Greenhouse_WindowCovering_3,
G01433,농장,FARM04,기기제어,I'd like you to get the lights on around sundown.,해 질 무렵 조명 켜 줬으면 해.,refuse,no_device,D4,T1,sun,,
G01434,농장,FARM04,기기제어,could you turn on the lights around sundown?,해 질 무렵 조명 켜 줄 수 있어?,refuse,no_device,D4,T1,sun,,
G01435,농장,FARM01,기기제어,Put the lights on around sundown,해 질 무렵 조명 켜,refuse,no_device,D4,T1,sun,,
G01436,농장,FARM01,기기제어,"Around sundown, light up the lights.",해 질 무렵 조명 켜.,refuse,no_device,D4,T1,sun,,
G01437,농장,FARM01,기기제어,please switch the lights on around sundown.,해 질 무렵 조명 켜 주세요.,refuse,no_device,D4,T1,sun,,
G01438,농장,FARM01,기기제어,can you get the lights on around sundown?,해 질 무렵 조명 켜 줄래?,refuse,no_device,D4,T1,sun,,
G01439,농장,FARM01,기기제어,I'd like you to turn on the lights around sundown.,해 질 무렵 조명 켜 줬으면 해.,refuse,no_device,D4,T1,sun,,
G01440,집,HOME07,기기제어,could you put the light on around sundown?,해 질 무렵 조명 켜 줄 수 있어?,ask,,D4,T1,sun,HOME07_LivingRoom_Light_1 HOME07_LivingRoom_Light_2 HOME07_LivingRoom_Light_3 HOME07_Bedroom_Light_1 HOME07_Bedroom_Light_2 HOME07_Kitchen_Light_1 HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3 HOME07_Barn_Light_1,
G01441,집,HOME14,기기제어,Give me some light to read by around sundown,해 질 무렵 책 읽을 만큼 불 좀 줘,execute,,D4,T1,sun,HOME14_Bedroom_Light_1 HOME14_Kitchen_Light_1 HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G01442,사무실,OFFICE01,기기제어,"Around sundown, switch the light on",해 질 무렵 조명 켜,ask,,D4,T1,sun,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4 OFFICE01_MeetingRoom_Light_1 OFFICE01_Pantry_Light_1,
G01443,연구실,LAB02,기기제어,please get the light on around sundown.,해 질 무렵 조명 켜 주세요.,ask,,D4,T1,sun,LAB02_LabRoom_Light_1 LAB02_LabRoom_Light_2 LAB02_LabRoom_Light_3 LAB02_LabRoom_Light_4 LAB02_Storage_Light_1,
G01444,공장,FACT02,기기제어,can you turn on the light around sundown?,해 질 무렵 조명 켜 줄래?,ask,,D4,T1,sun,FACT02_Warehouse_Light_1 FACT02_Warehouse_Light_2 FACT02_Warehouse_Light_3 FACT02_Warehouse_Light_4 FACT02_Warehouse_Light_5 FACT02_Warehouse_Light_6 FACT02_Warehouse_Light_7 FACT02_Warehouse_Light_8 FACT02_Dock_Light_1 FACT02_Dock_Light_2,
G01445,집,HOME04,기기제어,I'd like you to put the light on around sundown.,해 질 무렵 조명 켜 줬으면 해.,ask,,D4,T1,sun,HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Study_Light_1 HOME04_Study_Light_2 HOME04_Kitchen_Light_1,
G01446,집,HOME11,기기제어,could you light up the light around sundown?,해 질 무렵 조명 켜 줄 수 있어?,ask,,D4,T1,sun,HOME11_Room_Light_1 HOME11_Room_Light_2 HOME11_Kitchen_Light_1 HOME11_Bathroom_Light_1,
G01447,집,HOME18,기기제어,Switch the light on around sundown,해 질 무렵 조명 켜,ask,,D4,T1,sun,HOME18_LivingRoom_Light_1 HOME18_LivingRoom_Light_2 HOME18_LivingRoom_Light_3 HOME18_Bedroom_Light_1 HOME18_Bedroom_Light_2 HOME18_Kitchen_Light_1 HOME18_Garage_Light_1,
G01448,사무실,OFFICE05,기기제어,"Around sundown, get the hallway lights on.",해 질 무렵 복도 조명 켜.,execute,,D4,T1,sun,OFFICE05_Hallway_Light_1 OFFICE05_Hallway_Light_2 OFFICE05_Hallway_Light_3 OFFICE05_Hallway_Light_4,
G01449,농장,FARM02,기기제어,please turn on the barn lights around sundown.,해 질 무렵 축사 조명 좀 켜 줘.,execute,,D4,T1,sun,FARM02_Barn_Light_1 FARM02_Barn_Light_2 FARM02_Barn_Light_3 FARM02_Barn_Light_4,
G01450,집,HOME19,기기제어,Give me some light to read by as the sun sets.,해가 지기 시작하면 책 읽을 만큼 불 좀 줘.,ask,,D4,T1,sun,HOME19_Bedroom_Light_1 HOME19_Kitchen_Light_1 HOME19_LivingRoom_Light_1 HOME19_LivingRoom_Light_2 HOME19_Study_Light_1 HOME19_Study_Light_2 HOME19_Study_WindowCovering_1,
G01451,집,HOME08,기기제어,I'd like you to light up the living room lights around sundown.,해 질 무렵 거실 조명 켜 줬으면 해.,execute,,D4,T1,sun,HOME08_LivingRoom_Light_1 HOME08_LivingRoom_Light_2,
G01452,사무실,OFFICE04,기기제어,could you brighten this place up at sunrise?,해 뜰 때 여기 좀 밝게 해 줄 수 있어?,execute,,D4,T1,sun,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6 OFFICE04_Pantry_Light_1 OFFICE04_RestRoom_Light_1,
G01453,농장,FARM03,기기제어,"Around sundown, put the field lights on.",해 질 무렵 밭 조명 켜.,execute,,D4,T1,sun,FARM03_Field_Light_1 FARM03_Field_Light_2,
G01454,집,HOME02,기기제어,please light up the bedroom lights around sundown.,해 질 무렵 침실 조명 켜 주세요.,execute,,D4,T1,sun,HOME02_Bedroom_Light_1,
G01455,집,HOME09,기기제어,can you switch the nursery lights on around sundown?,해 질 무렵 아기방 조명 켜 줄래?,execute,,D4,T1,sun,HOME09_BabyRoom_Light_1 HOME09_BabyRoom_ColorControl_1,
G01456,집,HOME16,기기제어,I'd like you to get the living room lights on around sundown.,해 질 무렵 거실 조명 켜 줬으면 해.,execute,,D4,T1,sun,HOME16_LivingRoom_Light_1 HOME16_LivingRoom_Light_2,
G01457,사무실,OFFICE03,기기제어,could you turn on the open space lights around sundown?,해 질 무렵 사무실 조명 켜 줄 수 있어?,execute,,D4,T1,sun,OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G01458,연구실,LAB04,기기제어,Put the lab lights on around sundown,해 질 무렵 실험실 조명 켜,execute,,D4,T1,sun,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,
G01459,공장,FACT04,기기제어,"Around sundown, light up the machine shop lights.",해 질 무렵 기계실 조명 켜.,execute,,D4,T1,sun,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G01460,연구실,LAB03,기기제어,Brighten this place up when the sun comes up.,해가 뜨면 여기 좀 밝게 해 줘.,execute,,D4,T1,sun,LAB03_ColdRoom_Light_1 LAB03_LabRoom_Light_1 LAB03_LabRoom_Light_2 LAB03_LabRoom_Light_3,
G01461,집,HOME13,기기제어,can you get the kitchen lights on around sundown?,해 질 무렵 주방 조명 켜 줄래?,execute,,D4,T1,sun,HOME13_Kitchen_Light_1,
G01462,집,HOME20,기기제어,I'd like you to turn on the kitchen lights around sundown.,해 질 무렵 주방 조명 켜 줬으면 해.,execute,,D4,T1,sun,HOME20_Kitchen_Light_1,
G01463,연구실,LAB01,기기제어,could you put the zone 3 lights on around sundown?,해 질 무렵 구역 3 조명 켜 줄 수 있어?,execute,,D4,T1,sun,tc0_57b081e4-f567-4a84-9121-4f0ed61ae733,
G01464,공장,FACT01,기기제어,Light up the line lights around sundown,해 질 무렵 생산라인 조명 켜,execute,,D4,T1,sun,FACT01_Line_Light_1 FACT01_Line_Light_2 FACT01_Line_Light_3 FACT01_Line_Light_4 FACT01_Line_Light_5 FACT01_Line_Light_6,
G01465,집,HOME03,기기제어,"Around sundown, switch the kitchen lights on",해 질 무렵 주방 조명 켜,execute,,D4,T1,sun,HOME03_Kitchen_Light_1,
G01466,집,HOME10,기기제어,please get the bathroom lights on around sundown.,해 질 무렵 욕실 조명 좀 켜 줘.,execute,,D4,T1,sun,HOME10_Bathroom_Light_1,
G01467,집,HOME17,기기제어,can you turn on the room lights around sundown?,해 질 무렵 방 조명 켜 줄래?,execute,,D4,T1,sun,HOME17_Room_Light_1,
G01468,사무실,OFFICE04,기기제어,I'd like you to put the open space lights on around sundown.,해 질 무렵 사무실 조명 켜 줬으면 해.,execute,,D4,T1,sun,OFFICE04_OpenSpace_Light_1 OFFICE04_OpenSpace_Light_2 OFFICE04_OpenSpace_Light_3 OFFICE04_OpenSpace_Light_4 OFFICE04_OpenSpace_Light_5 OFFICE04_OpenSpace_Light_6,
G01469,집,HOME04,기기제어,Give me some light to read by when the sun goes down.,해가 지면 책 읽을 만큼 불 좀 줘.,ask,,D4,T1,sun,HOME04_Bedroom_Light_1 HOME04_Bedroom_Light_2 HOME04_Kitchen_Light_1 HOME04_LivingRoom_Light_1 HOME04_LivingRoom_Light_2 HOME04_LivingRoom_Light_3 HOME04_LivingRoom_WindowCovering_1 HOME04_LivingRoom_WindowCovering_2 HOME04_Study_Light_1 HOME04_Study_Light_2,
G01470,공장,FACT05,기기제어,Switch the pump room lights on around sundown,해 질 무렵 펌프실 조명 켜,execute,,D4,T1,sun,FACT05_PumpRoom_Light_1 FACT05_PumpRoom_Light_2 FACT05_PumpRoom_Light_3 FACT05_PumpRoom_Light_4 FACT05_PumpRoom_Light_5 FACT05_PumpRoom_Light_6,
G01471,집,HOME07,기기제어,"Around sundown, get the garden lights on",해 질 무렵 마당 조명 켜,execute,,D4,T1,sun,HOME07_Garden_Light_1 HOME07_Garden_Light_2 HOME07_Garden_Light_3,
G01472,집,HOME14,기기제어,please turn on the living room lights around sundown.,해 질 무렵 거실 조명 켜 주세요.,execute,,D4,T1,sun,HOME14_LivingRoom_Light_1 HOME14_LivingRoom_Light_2,
G01473,사무실,OFFICE01,기기제어,can you put the open space lights on around sundown?,해 질 무렵 사무실 조명 켜 줄래?,execute,,D4,T1,sun,OFFICE01_OpenSpace_Light_1 OFFICE01_OpenSpace_Light_2 OFFICE01_OpenSpace_Light_3 OFFICE01_OpenSpace_Light_4,
G01474,집,HOME01,기기제어,could you get the room lights on around sundown?,해 질 무렵 방 조명 켜 줄 수 있어?,execute,,D4,T1,sun,HOME01_Room_Light_1 HOME01_Room_Light_2,
G01475,집,HOME08,기기제어,Turn on the bedroom lights around sundown,해 질 무렵 침실 조명 켜,execute,,D4,T1,sun,HOME08_Bedroom_Light_1,
G01476,집,HOME15,기기제어,"Around sundown, put the study lights on.",해 질 무렵 서재 조명 켜.,execute,,D4,T1,sun,HOME15_Study_Light_1 HOME15_Study_Light_2,
G01477,사무실,OFFICE02,기기제어,please light up the pantry lights around sundown.,해 질 무렵 팬트리 조명 켜 주세요.,execute,,D4,T1,sun,OFFICE02_Pantry_Light_1,
G01478,연구실,LAB03,기기제어,can you switch the lab lights on around sundown?,해 질 무렵 실험실 조명 켜 줄래?,execute,,D4,T1,sun,LAB03_LabRoom_Light_1 LAB03_LabRoom_Light_2 LAB03_LabRoom_Light_3,
G01479,공장,FACT03,기기제어,I'd like you to brighten this place up around sundown.,해 질 무렵 여기 좀 밝게 해 줬으면 해.,execute,,D4,T1,sun,FACT03_ProcessRoom_Light_1 FACT03_ProcessRoom_Light_2 FACT03_ProcessRoom_Light_3 FACT03_ProcessRoom_Light_4 FACT03_ProcessRoom_Light_5 FACT03_ProcessRoom_Light_6,
G01480,집,HOME05,기기제어,could you turn on the kitchen lights around sundown?,해 질 무렵 주방 조명 켜 줄 수 있어?,execute,,D4,T1,sun,HOME05_Kitchen_Light_1,
G01481,집,HOME12,기기제어,Put the living room lights on around sundown,해 질 무렵 거실 조명 켜,execute,,D4,T1,sun,HOME12_LivingRoom_Light_1 HOME12_LivingRoom_Light_2 HOME12_LivingRoom_Light_3,
G01482,집,HOME19,기기제어,"Around sundown, light up the bedroom lights.",해 질 무렵 침실 조명 켜.,execute,,D4,T1,sun,HOME19_Bedroom_Light_1,
G01483,사무실,OFFICE06,기기제어,please switch the meeting room lights on around sundown.,해 질 무렵 회의실 조명 켜 주세요.,execute,,D4,T1,sun,OFFICE06_MeetingRoom_Light_1,
G01484,농장,FARM03,기기제어,can you get the field lights on around sundown?,해 질 무렵 밭 조명 켜 줄래?,execute,,D4,T1,sun,FARM03_Field_Light_1 FARM03_Field_Light_2,
G01485,집,HOME02,기기제어,I'd like you to turn on the bedroom lights around sundown.,해 질 무렵 침실 조명 켜 줬으면 해.,execute,,D4,T1,sun,HOME02_Bedroom_Light_1,
G01486,집,HOME09,기기제어,could you put the bedroom lights on around sundown?,해 질 무렵 침실 조명 켜 줄 수 있어?,execute,,D4,T1,sun,HOME09_Bedroom_Light_1,
G01487,집,HOME16,기기제어,Light up the garden lights around sundown,해 질 무렵 마당 조명 켜,execute,,D4,T1,sun,HOME16_Garden_Light_1,
G01488,사무실,OFFICE03,기기제어,"Around sundown, brighten this place up",해 질 무렵 여기 좀 밝게 해 줘,ask,,D4,T1,sun,OFFICE03_MeetingRoom_Light_1 OFFICE03_MeetingRoom_Light_2 OFFICE03_MeetingRoom_Light_3 OFFICE03_MeetingRoom_Light_4 OFFICE03_MeetingRoom_Projector_1 OFFICE03_MeetingRoom_Projector_2 OFFICE03_OpenSpace_Light_1 OFFICE03_OpenSpace_Light_2 OFFICE03_OpenSpace_Light_3,
G01489,연구실,LAB04,기기제어,please get the lab lights on around sundown.,해 질 무렵 실험실 조명 켜 주세요.,execute,,D4,T1,sun,LAB04_LabRoom_Light_1 LAB04_LabRoom_Light_2 LAB04_LabRoom_Light_3 LAB04_LabRoom_Light_4,
G01490,공장,FACT04,기기제어,can you turn on the machine shop lights around sundown?,해 질 무렵 기계실 조명 켜 줄래?,execute,,D4,T1,sun,FACT04_MachineShop_Light_1 FACT04_MachineShop_Light_2 FACT04_MachineShop_Light_3 FACT04_MachineShop_Light_4 FACT04_MachineShop_Light_5 FACT04_MachineShop_Light_6,
G01491,집,HOME06,기기제어,I'd like you to put the kitchen lights on around sundown.,해 질 무렵 주방 조명 켜 줬으면 해.,execute,,D4,T1,sun,HOME06_Kitchen_Light_1 HOME06_Kitchen_Light_2,
G01492,집,HOME13,기기제어,could you light up the kitchen lights around sundown?,해 질 무렵 주방 조명 켜 줄 수 있어?,execute,,D4,T1,sun,HOME13_Kitchen_Light_1,
G01493,집,HOME20,기기제어,Switch the living room lights on around sundown,해 질 무렵 거실 조명 켜,execute,,D4,T1,sun,HOME20_LivingRoom_Light_1 HOME20_LivingRoom_Light_2,
G01494,연구실,LAB01,기기제어,"Around sundown, get the zone 5 lights on.",해 질 무렵 구역 5 조명 켜.,execute,,D4,T1,sun,tc0_5452b6c5-0dee-4cca-ba6f-15582b358305,
G01495,집,HOME09,알림예약,could you announce it every night at 11 pm?,매일 밤 11시에 방송해 줄 수 있어?,execute,,D6,T1,none,,Speaker.Speak
G01496,집,HOME16,알림예약,Send me a notification every night at midnight,매일 자정에 알림 보내 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01497,사무실,OFFICE03,알림예약,"At 7 am, I want to know when it changes.",오전 7시에 상태가 바뀌면 알려 줘.,execute,,D6,T1,none,,Speaker.Speak
G01498,연구실,LAB04,알림예약,Give me a heads-up every night at 10:30 pm,매일 밤 10시 30분에 꼭 알려 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01499,공장,FACT02,알림예약,can you show it on the screen every night at 9 pm?,매일 밤 9시에 화면에 띄워 줄래?,execute,,D6,T1,none,,Display.ShowMessage
G01500,집,HOME04,알림예약,I'd like you to tell me about it every night at 11 pm.,매일 밤 11시에 알려 줬으면 해.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01501,집,HOME11,알림예약,could you send me a notification every night at 9 pm?,매일 밤 9시에 알림 보내 줄 수 있어?,execute,,D6,T1,none,,NotificationProvider.SendPush
G01502,집,HOME18,알림예약,Push me an alert every night at 10:30 pm,매일 밤 10시 30분에 알림 띄워 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01503,사무실,OFFICE05,알림예약,"Every night at midnight, send a warning to my phone.",매일 자정에 폰으로 경고 보내 줘.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01504,농장,FARM01,알림예약,please let me know every night at midnight.,매일 자정에 좀 알려 줘.,execute,,D6,T1,none,,Speaker.Speak
G01505,공장,FACT04,알림예약,can you tell me about it every night at 10:30 pm?,매일 밤 10시 30분에 알려 줄래?,execute,,D6,T1,none,,Speaker.Speak
G01506,집,HOME06,알림예약,I'd like you to tell me if something is off every morning at 6 am.,매일 오전 6시에 뭔가 이상하면 알려 줬으면 해.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01507,집,HOME13,알림예약,could you announce it every night at 9 pm?,매일 밤 9시에 방송해 줄 수 있어?,execute,,D6,T1,none,,Speaker.Speak
G01508,집,HOME20,알림예약,Give me a heads-up every night at 10 pm.,매일 밤 10시에 꼭 알려 줘.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01509,연구실,LAB01,알림예약,"Every night at 10:30 pm, let me know",매일 밤 10시 30분에 알려 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01510,농장,FARM03,알림예약,please tell me about it every night at 11 pm.,매일 밤 11시에 알려 주세요.,execute,,D6,T1,none,,NotificationProvider.SendToast
G01511,집,HOME18,알림예약,please tell me about it at 6:30 am on weekdays.,평일 오전 6시 30분에 알려 주세요.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01512,집,HOME08,알림예약,I'd like you to push me an alert every night at 10 pm.,매일 밤 10시에 알림 띄워 줬으면 해.,execute,,D6,T1,none,,NotificationProvider.SendPush
G01513,집,HOME15,알림예약,Give me a heads-up every night at 10 pm,매일 밤 10시에 꼭 알려 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01514,사무실,OFFICE02,알림예약,Let me know every night at 10 pm,매일 밤 10시에 알려 줘,execute,,D6,T1,none,,NotificationProvider.SendPush
G01515,연구실,LAB03,알림예약,"At 6 pm, keep me posted.",오후 6시에 계속 알려 줘.,execute,,D6,T1,none,,Speaker.Speak
G01516,집,HOME05,알림예약,can you tell me if something is off at 7 am on weekdays?,평일 오전 7시에 뭔가 이상하면 알려 줄래?,execute,,D6,T1,none,,NotificationProvider.SendPush
G01517,집,HOME12,알림예약,I'd like you to let me know every night at 10 pm.,매일 밤 10시에 알려 줬으면 해.,execute,,D6,T1,none,,Speaker.Speak
